id,name,repo_url,additional_names,repo_identifier,description,repo_contact,types,size,start_date,ui_languages,subjects,mission_url,content_types,provider_types,keywords,institutions,institution_countries,institution_responsibilities,institution_types,policies,policy_urls,db_access_types,db_access_restrictions,db_licenses,db_license_urls,data_access,data_access_restrictions,data_licenses,data_license_urls,upload_access,upload_access_restrictions,upload_licenses,upload_license_urls,software,apis,pid_systems,cite_urls,aid_systems,quality_management,certificates,metadata_standards,metadata_urls,remarks,entry_date,last_update
r3d100011058,VertNet,http://vertnet.org/,,,"VertNet is a NSF-funded collaborative project that makes biodiversity data free and available on the web. VertNet is a tool designed to help people discover, capture, and publish biodiversity data. It is also the core of a collaboration between hundreds of biocollections that contribute biodiversity data and work together to improve it. VertNet is an engine for training current and future professionals to use and build upon best practices in data quality, curation, research, and data publishing. Yet, VertNet is still the aggregate of all of the information that it mobilizes. To us, VertNet is all of these things and more.",http://vertnet.org/feedback/contact.html,"disciplinary,institutional","over 20,546,275 records from 282 data resources, containing 370 collections, shared by 112 publishers globally",2011,eng,"2 Life Sciences,203 Zoology,20303 Animal Ecology, Biodiversity and Ecosystem Research,21 Biology",http://vertnet.org/about/about.html,"Databases,Images,Plain text,Raw data,Scientific and statistical data formats,Standard office documents,Structured graphics,other","dataProvider,serviceProvider","biodiversity,biology,fungi,invertebrates,natural history,paleo,plants,vertebrates","Global Biodiversity Information Facility,National Science Foundation,Tulane University, Museum of Natural History,University of California at Berkeley, Museum of Vertebrate Zoology,University of Colorado Boulder, Museum of Natural History,University of Kansas, Biodiversity Institute","USA,USA,USA,USA,USA,USA","sponsoring,funding,general,technical,general,technical,general,technical,general,technical","non-profit,non-profit,non-profit,non-profit,non-profit,non-profit",Vertnet Norms,http://vertnet.org/resources/norms.html,open,,CC,https://creativecommons.org/licenses/by/4.0/,"open,restricted",other,"CC,CC0,ODC,Public Domain,other","https://creativecommons.org/licenses/,https://creativecommons.org/publicdomain/zero/1.0/,https://opendatacommons.org/,http://www.vertnet.org/resources/datalicensingguide.html#protected,http://www.vertnet.org/resources/datalicensingguide.html",restricted,other,Quick Guide to Copyright and Licenses for Dataset,http://www.vertnet.org/resources/datalicensingguide.html,other,https://github.com/VertNet/webapp/wiki/Introduction-to-the-VertNet-API,URN,http://www.vertnet.org/resources/norms.html,,yes,,Darwin Core,http://www.dcc.ac.uk/resources/metadata-standards/darwin-core,"VertNet will use a cloud-based computing strategy to create a fast, cost-effective, and scalable data platform. This new platform will have capabilities and applications for data discovery, data quality improvement, and visualization that go beyond those of the current networks.
VertNet uses GitHub to collaboratively submit, track, and resolve data quality issues.
The classic vertebrate networks are the backbone of the VertNet project. Since 1999 these four networks (FishNet, MaNIS, HerpNET, ORNIS) have provided the biodiversity community with access to vertebrate data sets.
The MaNIS/HerpNET/ORNIS portals will continue to serve your data until May 2014, at which time they will no longer be maintained. FishNet will continue to provide service to the community into the foreseable future. The project pages for each taxon-based community will also continue to be maintained.
VertNet uses the Integrated Publishing Toolkit (IPT) to host published biodiversity data on the VertNet IPT for its participating institutions.
The IPT is a free open source web application designed to publish primary occurrence data, species checklists and taxonomies, and associated datasets metadata available for use on the Internet. Data are published as web-based Darwin Core Archives using Darwin Core Standards.",2014-04-28,2019-08-07
r3d100011062,GESIS SowiDataNet|datorium,https://data.gesis.org/sharing/#!Home,,,"SowiDataNet|datorium is a research data repository for social sciences and economics that enables researchers to easily and securely document, publish and share (quantitative) primary and secondary data. The repository is geared to the needs of the scientific community: a comprehensive metadata schema provides an opportunity to describe the research data in detail, which is the prerequisite for effective reuse. With the publication in SowiDataNet|datorium, research data become citable because they are given a persistent identifier, namely a ""Digital Object Identifier (DOI)"". A two-stage review process also guarantees a quality and technical quality check of the data.",curator2@gesis.org,disciplinary,171 items,2013,"deu,eng","1 Humanities and Social Sciences,111 Social Sciences,11102 Empirical Social Research,11104 Political Science,112 Economics,12 Social and Behavioural Sciences",https://data.gesis.org/sharing/#!TermsOfUse,"Plain text,Raw data,Scientific and statistical data formats,Standard office documents,Structured graphics,other",dataProvider,"attitudes in modern societies,behaviors in modern societies,economics,historical studies,information science,social sciences,social structure,survey methodology","GESIS - Leibniz-Institute for  the Social Sciences,Leibniz Association","DEU,DEU","funding,general,technical,general","commercial,non-profit",Terms of use,https://data.gesis.org/sharing/#!TermsOfUse,open,,other,https://data.gesis.org/sharing/#!TermsOfUse,"embargoed,open,restricted","other,registration","CC,CC0,ODC,other","https://creativecommons.org/choose/,https://creativecommons.org/publicdomain/zero/1.0/,https://opendatacommons.org/,https://data.gesis.org/sharing/#!TermsOfUse",restricted,registration,Terms of use,https://data.gesis.org/sharing/#!TermsOfUse,DSpace,,DOI,https://www.gesis.org/en/services/finding-and-accessing-data/data-archive-service/citation-of-research-data,,yes,,DDI - Data Documentation Initiative,http://www.dcc.ac.uk/resources/metadata-standards/ddi-data-documentation-initiative,,2014-06-05,2021-03-12
r3d100011076,DIGITAL.CSIC,https://digital.csic.es/?locale=en,,RRID:SCR_011534,"DIGITAL.CSIC is the institutional repository of the Spanish National Research Council (CSIC). Designed for organising, archiving, preserving and disseminating via open access the scientific output generated as a product of the CSIC research activities  by CSIC researchers","digital.csic@bib.csic.es,https://digital.csic.es/dc/contacto.jsp,isabel.bernal@bib.csic.es",institutional,190.185 records,2010,"eng,spa","1 Humanities and Social Sciences,2 Life Sciences,207 Agriculture, Forestry, Horticulture and Veterinary Medicine,20701 Soil Sciences,20704 Ecology of Agricultural Landscapes,20713 Basic Veterinary Medical Science,23 Agriculture, Forestry, Horticulture and Veterinary Medicine,3 Natural Sciences,31 Chemistry,311 Astrophysics and Astronomy,315 Geophysics and Geodesy,31501 Geophysics,32 Physics,34 Geosciences (including Geography),4 Engineering Sciences",http://digital.csic.es/?locale=en,"Audiovisual data,Images,Plain text,Scientific and statistical data formats,Software applications,Source code,Standard office documents,Structured text",dataProvider,"FAIR,multidisciplinary","Spanish Government, Ministry of Economy and Competitiveness,Spanish National Research Council","ESP,ESP","funding,general","non-profit,non-profit","Adhasión a los principios FAIR,Datasets: plantilla normalizada para la descripcion de registros en Digital.CSIC,Datos de Investigación,Guía sobre políticas, leyes y normativas de agencias financiadoras sobre acceso abierto que afectan a la producción de la comunidad científica CSIC - Handbook on Open Access Policies,Politicas de Digital.CSIC","https://digital.csic.es/dc/politicas/adhesion-principios-fair.jsp,http://digital.csic.es/bitstream/10261/81323/4/Datasets_DC_plantilla.pdf,https://digital.csic.es/dc/politicas/politicaDatos.jsp,http://digital.csic.es/handle/10261/38733,https://digital.csic.es/dc/politicas/politica-datos-digital-csic.jsp",open,,,,"embargoed,open,restricted",registration,"CC,ODC,other","https://digital.csic.es/dc/politicas/politica-datos-digital-csic.jsp,https://digital.csic.es/dc/politicas/politica-datos-digital-csic.jsp,https://digital.csic.es/dc/politicas/politica-datos-digital-csic.jsp",restricted,registration,CSIC License,https://digital.csic.es/dc/politicas/politica-datos-digital-csic.jsp,DSpace,https://digital.csic.es/dspace-oai/request?verb=Identify,"DOI,hdl",https://digital.csic.es/dc/politicas/politica-datos-digital-csic.jsp,,yes,DSA,Dublin Core,http://www.dcc.ac.uk/resources/metadata-standards/dublin-core,DIGITAL.CSIC is covered by Clarivate Data Citation Index. DIGITAL.CSIC uses Altmetric metrics.,2014-09-17,2020-02-05
r3d100011091,DepositOnce,https://depositonce.tu-berlin.de/,"Repositorium für Forschungsdaten und -publikationen,Repository for Research Data and Publications","OpenDOAR:793,ROAR:8289","DepositOnce is the institutional repository for research data and publications of TU Berlin. In DepositOnce, research results of TU Berlin members and, if applicable, their research partners are archived permanently and made freely accessible on the internet.",team@szf.tu-berlin.de,institutional,14.611 records,2013,"deu,eng","1 Humanities and Social Sciences,2 Life Sciences,3 Natural Sciences,4 Engineering Sciences",https://www.szf.tu-berlin.de/menue/dienste_tools/repositorium_depositonce/leitfaden_fuer_depositonce/,"Archived data,Audiovisual data,Scientific and statistical data formats,Source code,Standard office documents",dataProvider,multi-disciplinary,"Technische Universität Berlin, Servicezentrum Forschungsdaten und -publikationen",DEU,general,non-profit,"Die Forschungsdaten-Policy der Technischen Universität Berlin,Handlungsempfehlungen zur Umsetzung der Forschungsdaten-Policy,Leitlinen für DepositOnce","https://www.tu.berlin/arbeiten/wichtige-dokumente/richtlinien-leitlinien/forschungsdaten-policy/,https://www.tu.berlin/arbeiten/wichtige-dokumente/richtlinien-leitlinien/forschungsdaten-policy/#c295139,https://www.szf.tu-berlin.de/menue/dienste_tools/repositorium_depositonce/leitfaden_fuer_depositonce/",open,,,,"embargoed,open",,"Apache License 2.0,BSD,CC,Copyrights,other","https://www.szf.tu-berlin.de/menue/dienste_tools/repositorium_depositonce/leitfaden_fuer_depositonce/,https://www.szf.tu-berlin.de/menue/dienste_tools/repositorium_depositonce/leitfaden_fuer_depositonce/,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://www.szf.tu-berlin.de/servicemenue/impressum/,https://www.szf.tu-berlin.de/menue/dienste_tools/repositorium_depositonce/leitfaden_fuer_depositonce/",restricted,institutional membership,,,DSpace,http://openarchives.org/,"DOI,hdl",,,yes,DINI Certificate,Dublin Core,http://www.dcc.ac.uk/resources/metadata-standards/dublin-core,,2014-06-27,2022-03-31
r3d100011216,KU ScholarWorks,https://kuscholarworks.ku.edu/dspace/,,,"KU ScholarWorks is the digital repository of the University of Kansas. It contains scholarly work created by KU faculty, staff and students, as well as material from the University Archives. KU ScholarWorks makes important research and historical items available to a wider audience and helps assure their long-term preservation.","https://openaccess.ku.edu/contact,mreed@ku.edu",institutional,473  research datasets,,eng,"1 Humanities and Social Sciences,2 Life Sciences,3 Natural Sciences,4 Engineering Sciences",,"Archived data,Scientific and statistical data formats,other",dataProvider,multidisciplinary,University of Kansas Libraries,USA,"general,technical",non-profit,"Open Access Policy for University of Kansas Scholarship,Research data management - data services, repositories","http://policy.ku.edu/governance/open-access-policy,https://guides.lib.ku.edu/data",open,,,,open,,other,http://policy.ku.edu/governance/open-access-policy,restricted,institutional membership,,,DSpace,https://kuscholarworks.ku.edu/page/about,hdl,,ORCID,unknown,,,,,2014-12-05,2021-08-25
r3d100011235,PetDB,https://search.earthchem.org/,the petrological Database,"RRID:SCR_002209,RRID:nlx_154723","PetDB, the Petrological Database, is a web-based data management system that provides on-line access to geochemical and petrological data. PetDB is a global synthesis of chemical, isotopic, and mineralogical data for rocks, minerals, and melt inclusions. PetDB's current content focuses on data for igneous and metamorphic rocks from the ocean floor, specifically mid-ocean ridge basalts and abyssal peridotites and xenolith samples from the Earth's mantle and lower crust. PetDB is maintained and continuously updated as part of the EarthChem data collections.",info@petdb.org,disciplinary,318.368 inclusion values;  1.620.508 rock values; 2.664.189 mineral values; 864.992 volc glass values,2000,eng,"3 Natural Sciences,313 Atmospheric Science and Oceanography,31302 Oceanography,314 Geology and Palaeontology,315 Geophysics and Geodesy,316 Geochemistry, Mineralogy and Crystallography,34 Geosciences (including Geography)",,"Scientific and statistical data formats,Standard office documents,Structured graphics,other","dataProvider,serviceProvider","cruise,deep sea,diamond,drill core,expedition leg,mineral analyses,petrology,sample,ship,xenolith","Columbia University, Lamont-Doherty Earth Observatory,EarthChem,Interdisciplinary Earth Data Alliance,National Science Foundation","USA,USA,USA,USA","technical,general,general,funding","non-profit,non-profit,non-profit,non-profit","Policies,Requirements for the Publication of Geochemical Data","https://www.earthchem.org/ecl/policies/,http://get.iedadata.org/doi/100426",open,,,,"embargoed,open",,"CC,other","https://creativecommons.org/licenses/by-nc-sa/3.0/,https://www.iedadata.org/privacy-policy/",restricted,registration,Submission Guidelines,https://www.earthchem.org/ecl/submission-guidelines/,,"http://portal.earthchem.org/rest_search_documentation/,https://www.iedadata.org/help/web-services/,https://www.iedadata.org/help/web-services/",DOI,https://www.iedadata.org/help/data-publication/,,unknown,,DataCite Metadata Schema,http://www.dcc.ac.uk/resources/metadata-standards/datacite-metadata-schema,"If data is available through Marine Geoscience Data System (MGDS) a link will be available to retrieve the relevant information. Petrographic datasets are accepted via the EarthChem Library.
The Deep Lithosphere dataset migration into the PetDB database is complete.",2014-11-04,2022-03-25
r3d100011251,AfricaRice Dataverse,https://dataverse.harvard.edu/dataverse/africarice,"Rice science at the service of Africa,la science rizicole au service de l'Afrique",,"AfricaRice is a leading pan-African rice research organization committed to improving livelihoods in Africa through strong science and effective partnerships. AfricaRice dataverse makes studies in rice research open availabe. With the focus  on agronomy, breeding, entomoloy, grain quality, pathology, physiology and socio-economics of rice.","africarice@cgiar.org,https://www.africarice.org/home",institutional,5 dataverses; 122 datasets; 519 files,2012,"eng,fra","2 Life Sciences,23 Agriculture, Forestry, Horticulture and Veterinary Medicine",https://www.africarice.org/mission-statement,Standard office documents,dataProvider,"ARICA,NERICA,rice breeding,rice entomology,rice genebank,rice genetics,rice pathology,rice physiology,socio-economics,sustainable productivity","Africa Rice Center,Africa Rice Center Donors,Consultative Group on International Agricultural Research,RICE CRP","BEN,AAA,AAA,AAA","general,funding,general,funding","non-profit,non-profit,non-profit,non-profit","AfricaRice Center Policies and Strategies,AfricaRice OpenAccess
and Data Management Policy","https://www.africarice.org/policies-strategies,https://43c018b3-2e2d-4407-af86-1d6495506405.filesusr.com/ugd/0839e4_bc5b043670be43e7b00b79fdf7a4a033.pdf",open,,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,open,,"CC,CC0","https://creativecommons.org/licenses/by-nc-sa/3.0/,https://creativecommons.org/share-your-work/public-domain/cc0",restricted,"institutional membership,other",,,DataVerse,http://guides.dataverse.org/en/latest/api/sword.html,DOI,https://dataverse.org/best-practices/data-citation,ORCID,yes,,DDI - Data Documentation Initiative,http://www.dcc.ac.uk/resources/metadata-standards/ddi-data-documentation-initiative,Africa Rice is covered by Clarivate Data Citation Index. Africa Rice supports Data Documentation Initiative (DDI) metadata standards,2014-11-04,2021-04-16
r3d100011254,CfA Dataverses,https://dataverse.harvard.edu/dataverse/cfa,The Astronomy Dataverse Network,,The Astronomy data repository at Harvard is currently open to all scientific data from astronomical institutions worldwide. Incorporating Astroinformatics of galaxies and quasars Dataverse. The Astronomy Dataverse is connected to the indexing services provided by the SAO/NASA Astrophysical Data Service (ADS).,https://dataverse.harvard.edu/dataverse/cfa#,disciplinary,38 dataverses; 125 datasets; 2.035 files,,eng,"3 Natural Sciences,311 Astrophysics and Astronomy,32 Physics",,"Databases,Standard office documents",dataProvider,physical sciences,"Dataverse Project,Harvard Dataverse,Harvard Library,Harvard-Smithsonian Center for Astrophysics,Institute for Quantitative Social Science","AAA,USA,USA,USA,USA","technical,technical,general,general,general","non-profit,non-profit,non-profit,non-profit,non-profit","Dataverse Guides,Dataverse Policies,Harvard Dataverse General Terms of Use","http://guides.dataverse.org/en/latest/,https://dataverse.org/best-practices/harvard-dataverse-policies,https://dataverse.org/best-practices/harvard-dataverse-general-terms-use",open,,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,open,,"CC0,other","https://creativecommons.org/share-your-work/public-domain/cc0/,https://dataverse.org/best-practices/harvard-dataverse-general-terms-use",restricted,registration,,,DataVerse,"https://guides.dataverse.org/en/latest/api/native-api.html,https://guides.dataverse.org/en/latest/api/sword.html,https://guides.dataverse.org/en/latest/api/dataaccess.html,https://guides.dataverse.org/en/latest/api/search.html,https://guides.dataverse.org/en/latest/api/index.html","DOI,hdl",https://dataverse.org/best-practices/data-citation,,yes,,DDI - Data Documentation Initiative,http://www.dcc.ac.uk/resources/metadata-standards/ddi-data-documentation-initiative,cfA dataverses is covered by Thomson Reuters Data Citation Index. Astroinformatics of galaxies and quasars Dataverse and theastrodata is covered by Thomson Reuters Data Citation Index.,2014-11-05,2021-04-16
r3d100011271,COMPLETE Dataverse,https://dataverse.harvard.edu/dataverse/complete,COordinated Molecular Probe Line Extinction Thermal Emission Survey of Star Forming Regions Dataverse,,"The COordinated Molecular Probe Line Extinction Thermal Emission Survey of Star Forming Regions (COMPLETE) provides a range of data complementary to the Spitzer Legacy Program ""From Molecular Cores to Planet Forming Disks"" (c2d) for the Perseus, Ophiuchus and Serpens regions. In combination with the Spitzer observations, COMPLETE will allow for detailed analysis and understanding of the physics of star formation on scales from 500 A.U. to 10 pc.",https://www.cfa.harvard.edu/COMPLETE/people.html,disciplinary,25 datasets; 278 files,2012,eng,"3 Natural Sciences,311 Astrophysics and Astronomy,31101 Astrophysics and Astronomy,32 Physics",,"Images,Plain text,Raw data,Scientific and statistical data formats,Software applications",dataProvider,"interstellar medium,physical sciences","Harvard Dataverse,Harvard-Smithsonian Center for Astrophysics,National Science Foundation,The Dataverse Project","USA,USA,USA,AAA","technical,general,funding,technical","non-profit,non-profit,non-profit,non-profit","Community-norms,Dataverse Guides,Harvard Dataverse Policies","https://dataverse.org/best-practices/dataverse-community-norms,https://guides.dataverse.org/en/latest/,https://support.dataverse.harvard.edu/harvard-dataverse-privacy-policy",open,,CC0,https://creativecommons.org/publicdomain/zero/1.0/legalcode,"open,restricted","institutional membership,registration",other,https://dataverse.org/best-practices/harvard-dataverse-general-terms-use,restricted,registration,User Submission Data Usage License Agreement,https://dataverse.org/best-practices/harvard-dataverse-general-terms-use,DataVerse,http://guides.dataverse.org/en/latest/api/sword.html,"DOI,hdl",https://dataverse.org/best-practices/data-citation,,yes,,DDI - Data Documentation Initiative,http://www.dcc.ac.uk/resources/metadata-standards/ddi-data-documentation-initiative,COordinated Molecular Probe Line Extinction Thermal Emission Survey of Star Forming Regions Dataverse is covered by Thomson Reuters Data Citation Index. COMPLETE is part of CfA Dataverses and the Harvard Dataverse Network. COMPLETE uses Data Documentation Inititative metadata standards.,2014-11-19,2021-04-30
r3d100011274,Deakin Research Online,https://dro.deakin.edu.au/,DRO,,"DRO is Deakin University's research repository, providing digital curation by describing and preserving the University's research output and enabling worldwide discovery.",drosupport@deakin.edu.au,institutional,206 data collections,,eng,"1 Humanities and Social Sciences,2 Life Sciences,3 Natural Sciences,4 Engineering Sciences",http://www.deakin.edu.au/library/dro/about,"Audiovisual data,Images,Plain text,Scientific and statistical data formats,Standard office documents,Structured text",dataProvider,multidisciplinary,Deakin University,AUS,"general,technical",non-profit,"Research Data Footprints Guide,Research Data Store User Guide,Research conduct policy","https://www.deakin.edu.au/library/research/manage-data/footprints-guide,https://www.deakin.edu.au/__data/assets/pdf_file/0005/253328/Research-Data-Store-User-Guide.pdf,https://policy.deakin.edu.au/view.current.php?id=00092",open,,,,"embargoed,open,restricted","other,other","CC,Copyrights,Copyrights,other","https://creativecommons.org/licenses/by-nc-sa/3.0/au/deed.en,https://deakin.libguides.com/openaccess,https://www.deakin.edu.au/library/dro/open-access-and-copyright,https://deakin.libguides.com/openaccess",restricted,registration,Deakin Research Online Deposit Agreement,https://www.deakin.edu.au/__data/assets/pdf_file/0010/257248/deposit-agreement.pdf,unknown,,hdl,,ORCID,yes,,,,Deakin Research Online is covered by Thomson Reuters Data Citation Index,2014-11-24,2021-04-30
r3d100011308,SPT Galaxy Cluster Followup Dataverse,https://dataverse.harvard.edu/dataverse/SPT_Clusters,South Pole Telescope Galaxy Cluster Followup Dataverse,,Dataverse to host followup observations of galaxy clusters identified in South Pole Telescope SZ Surveys. This includes: 1) GMOS spectroscopy of low to moderate redshift galaxy clusters taken as a part of NOAO Large Survey Program 11A-0034 (PI: Christopher Stubbs).,https://dataverse.harvard.edu/dataverse/SPT_Clusters,disciplinary,4 datasets; 125 files,,eng,"3 Natural Sciences,311 Astrophysics and Astronomy,32 Physics",https://dataverse.harvard.edu/dataverse/SPT_Clusters,"Archived data,Images,Raw data",dataProvider,"physical sciences,spectroscopy","Harvard University Information Technology Services,Harvard University Library,Harvard-Smithsonian Center for Astrophysics,Institute for Quantitative Social Science","USA,USA,USA,USA","technical,general,general,general","non-profit,non-profit,non-profit,non-profit","Dataverse Guides,Harvard Dataverse General Terms of Use,Harvard Dataverse Policies","http://guides.dataverse.org/en/latest/,https://dataverse.org/best-practices/harvard-dataverse-general-terms-usetml,https://dataverse.org/best-practices/harvard-dataverse-policies",open,,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,open,,other,https://dataverse.org/best-practices/harvard-dataverse-general-terms-use,restricted,registration,CC0,https://creativecommons.org/publicdomain/zero/1.0/legalcode,DataVerse,"http://guides.dataverse.org/en/latest/api/native-api.html,http://guides.dataverse.org/en/latest/api/sword.html","DOI,hdl",https://dataverse.org/best-practices/data-citation,,unknown,,DDI - Data Documentation Initiative,http://www.dcc.ac.uk/resources/metadata-standards/ddi-data-documentation-initiative,SPT Galaxy Cluster Spectroscopy Dataverse is covered by Thomson Reuters Data Citation Index. cfA dataverses use Data Documentation Initative (DDI) metadata standards.,2014-12-15,2019-03-05
r3d100011318,Washington State University Data Center Dataverse,https://dataverse.harvard.edu/dataverse.xhtml?alias=wsu,,,"The gift of the Stowell Datasets, a digital archive of psychographic data, to the College of Liberal Arts (and continued gift of new datasets) provide a unique opportunity for WSU to facilitate access to a valuable research resource.
The datasets include over 350 individual major media market surveys (CATI, Random Digit Dialing telephone surveys) collected over the period 1989-2001 and feature approximately n=1,000+ respondents for each market for each year.",https://dataverse.harvard.edu/dataverse.xhtml?alias=wsu,"disciplinary,institutional",88 datasets; 711 files,2008,eng,"1 Humanities and Social Sciences,111 Social Sciences,11102 Empirical Social Research,12 Social and Behavioural Sciences",https://dgss.wsu.edu/,"Plain text,Standard office documents",dataProvider,"CATI,Random Digit Dialing telephone surveys,consumer survey,demographics,media market,psychographics,social sciences","State of Washington, Washington State Office of Financial Management,The Dataverse Project,Washington State University, Division of Governmental Studies and Services","USA,AAA,USA","funding,technical,general","non-profit,non-profit,non-profit","Dataverse Community-norms,Dataverse Guides,Harvard Dataverse General Terms of Use,Harvard Dataverse Policies,Intended Use Office of Financial Management Policy","https://dataverse.org/best-practices/dataverse-community-norms,http://guides.dataverse.org/en/latest/,https://dataverse.org/best-practices/harvard-dataverse-general-terms-use,https://dataverse.org/best-practices/dataverse-community-norms,https://www.ofm.wa.gov/about/about-our-website/intended-use",open,,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,"open,restricted","institutional membership,other",other,https://dataverse.org/best-practices/harvard-dataverse-general-terms-use,restricted,institutional membership,"Harvard Dataverse General Terms of Use, User uploads",https://dataverse.org/best-practices/harvard-dataverse-general-terms-use,DataVerse,"http://guides.dataverse.org/en/latest/api/native-api.html,http://guides.dataverse.org/en/latest/api/sword.html",hdl,,,yes,,DDI - Data Documentation Initiative,http://www.dcc.ac.uk/resources/metadata-standards/ddi-data-documentation-initiative,Washington State University Data Center is covered by Thomson Reuters Data Citation Index. Washington State University Data Center Dataverse uses Data Documentation Initative (DDI) metadata standards,2014-12-12,2019-03-05
r3d100011319,World Agroforestry Centre - ICRAF Dataverse,https://dataverse.harvard.edu/dataverse/icraf,,,"The Centre’s vision is a rural transformation in the developing world as smallholder households strategically increase their use of trees in agricultural landscapes to improve their food security, nutrition, income, health, shelter, social cohesion, energy resources and environmental sustainability.
The Centre’s mission is to generate science-based knowledge about the diverse roles that trees play in agricultural landscapes, and to use its research to advance policies and practices, and their implementation, that benefit the poor and the environment.","http://www.worldagroforestry.org/about_us,icraf@cgiar.org","disciplinary,institutional",44 dataverses; 532 data sets; 2.927 files,2011,eng,"2 Life Sciences,23 Agriculture, Forestry, Horticulture and Veterinary Medicine",http://www.worldagroforestry.org/about,"Archived data,Plain text,Standard office documents",dataProvider,"climate change,fertilizer,health,land health,landscape,nutrition,physical sciences","CGIAR Consortium,The Dataverse Project,World Agroforestry Centre","AAA,AAA,KEN","general,technical,general","non-profit,non-profit,non-profit","Community-norms,Dataverse Guides,Harvard Dataverse General Terms of Use,Harvard Dataverse Policies,Policies and guidelines","https://dataverse.org/best-practices/dataverse-community-normsl,http://guides.dataverse.org/en/latest/,https://dataverse.org/best-practices/harvard-dataverse-general-terms-use,https://dataverse.org/best-practices/harvard-dataverse-policies,http://www.worldagroforestry.org/about/Policies-and-guidelines",open,,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,"embargoed,open,restricted","other,registration","CC,other","https://creativecommons.org/licenses/by-nc-sa/3.0/,http://www.worldagroforestry.org/about/Policies-and-guidelines",restricted,"institutional membership,other",,,DataVerse,"http://guides.dataverse.org/en/latest/api/native-api.html,http://guides.dataverse.org/en/latest/api/sword.html",DOI,https://dataverse.org/best-practices/data-citation,,yes,,DDI - Data Documentation Initiative,http://www.dcc.ac.uk/resources/metadata-standards/ddi-data-documentation-initiative,"World Agroforestry Centre is covered by Thomson Reuters Data Citation Index. The World Agroforestry Centre (ICRAF) is a CGIAR Consortium Research Centre. ICRAF’s headquarters are in Nairobi, Kenya, with five regional offices located in Cameroon, India, Indonesia, Kenya and Peru.",2014-12-12,2019-03-05
r3d100011375,Columbia University Academic Commons,https://academiccommons.columbia.edu/,,,"Academic Commons provides open, persistent access to the scholarship produced by researchers at Columbia University, Barnard College, Jewish Theological Seminary, Teachers College, and Union Theological Seminary. Academic Commons is a program of the Columbia University Libraries. Academic Commons accepts articles, dissertations, research data, presentations, working papers, videos, and more.",ac@columbia.edu,institutional,25.875 items,,eng,"1 Humanities and Social Sciences,111 Social Sciences,112 Economics,113 Jurisprudence,12 Social and Behavioural Sciences,2 Life Sciences,204 Microbiology, Virology and Immunology,207 Agriculture, Forestry, Horticulture and Veterinary Medicine,21 Biology,22 Medicine,23 Agriculture, Forestry, Horticulture and Veterinary Medicine,3 Natural Sciences,4 Engineering Sciences",https://academiccommons.columbia.edu/about/,"Archived data,Images,Plain text,Raw data,Software applications,Source code,Standard office documents,Structured text,other",dataProvider,multidisciplinary,"Columbia University,Columbia University Libraries, Digital Scholarship","USA,USA","general,general,technical","non-profit,non-profit","Participation,Terms of Use","https://academiccommons.columbia.edu/policies,https://academiccommons.columbia.edu/policies",open,,,,"embargoed,open",,"CC,Copyrights,other","https://academiccommons.columbia.edu/policies#copyright,https://academiccommons.columbia.edu/policies#copyright,https://academiccommons.columbia.edu/policies#copyright",restricted,institutional membership,Upload,https://academiccommons.columbia.edu/upload,Fedora,"https://academiccommons.columbia.edu/oai,https://academiccommons.columbia.edu/developers,https://academiccommons.columbia.edu/developers",DOI,,,yes,,,,Columbia University Academic Commons is covered by Thomson Reuters Data Citation Index.,2014-10-31,2018-10-09
